,규모,면적,신축년도,용도지역,주소
0,2,473㎡,2002년 11월 27일,2종일주,광주광역시 광산구 하산동 482-16
1,13,"30,078.4㎡",2009년 05월 20일,3종일주,광주광역시 광산구 산정동 1023
2,15,"12,042㎡",2014년 12월 19일,2종일주,광주광역시 광산구 하남동 544
3,1,"14,103.4㎡",2009년 07월 14일,3종일주,광주광역시 광산구 흑석동 504
4,15,"23,911.3㎡",2009년 07월 14일,3종일주,광주광역시 광산구 흑석동 517
5,15,"7,071㎡",1988년 10월 27일,3종일주,광주광역시 광산구 산정동 939
6,18,"5,942.3㎡",1994년 04월 22일,3종일주,광주광역시 광산구 산정동 933
7,1,"9,736.5㎡",2017년 09월 20일,준주거,광주광역시 광산구 산정동 1052
8,14,"36,665.7㎡",2010년 08월 23일,3종일주,광주광역시 광산구 장덕동 1098
9,1,"27,183.3㎡",1995년 07월 22일,3종일주,광주광역시 광산구 월곡동 538-2
10,19,"26,685.6㎡",1992년 06월 10일,3종일주,광주광역시 광산구 월곡동 538-1
11,4,"30,586.2㎡",1991년 07월 01일,3종일주,광주광역시 광산구 월곡동 614-2
12,5,"32,927.4㎡",1990년 06월 18일,3종일주,광주광역시 광산구 월곡동 614-1
13,20,"63,987㎡",2003년 08월 20일,3종일주,광주광역시 광산구 월곡동 685-1
14,3,"71,518.3㎡",1991년 10월 18일,3종일주,광주광역시 광산구 월곡동 613-1
15,1,"80,016㎡",1977년 12월 12일,2종일주,광주광역시 광산구 소촌동 290
16,5,"3,838㎡",2016년 08월 26일,1종일주,광주광역시 광산구 비아동 149-1
17,6,330.2㎡,2013년 07월 08일,일반상업,광주광역시 광산구 쌍암동 694-20
18,6,335.3㎡,2013년 07월 05일,일반상업,광주광역시 광산구 쌍암동 694-134
19,5,318.1㎡,2012년 11월 06일,일반상업,광주광역시 광산구 쌍암동 694-128
20,6,295.9㎡,2013년 06월 21일,일반상업,광주광역시 광산구 쌍암동 694-19
21,6,376.4㎡,2014년 03월 12일,일반상업,광주광역시 광산구 쌍암동 694-23
22,6,295.9㎡,2013년 06월 20일,일반상업,광주광역시 광산구 쌍암동 694-133
23,5,305㎡,2013년 01월 21일,중심상업,광주광역시 광산구 쌍암동 668-13
24,6,350㎡,2014년 08월 11일,중심상업,광주광역시 광산구 월계동 892-13
25,6,354㎡,2014년 10월 10일,중심상업,광주광역시 광산구 월계동 892-21
26,5,"1,037㎡",2016년 01월 06일,3종일주,광주광역시 광산구 소촌동 752-25
27,5,"1,241㎡",2015년 02월 09일,1종일주,광주광역시 광산구 소촌동 476-1
28,4,"1,207㎡",2005년 08월 12일,1종일주,광주광역시 광산구 신가동 597-29
29,4,"1,207㎡",2005년 08월 12일,1종일주,광주광역시 광산구 신가동 597-31
30,3,"1,438㎡",2008년 01월 31일,자연녹지,광주광역시 광산구 비아동 26-15
31,5,620.1㎡,1993년 02월 10일,1종일주,광주광역시 광산구 우산동 1073-14
32,4,587.4㎡,1992년 06월 29일,1종일주,광주광역시 광산구 우산동 1026-1
33,4,555㎡,2003년 05월 28일,1종일주,광주광역시 광산구 소촌동 374-4
34,4,678㎡,1992년 11월 04일,2종일주,광주광역시 광산구 우산동 872-2
35,4,400㎡,2002년 05월 15일,2종일주,광주광역시 광산구 우산동 1086-5
36,5,441.1㎡,2016년 01월 27일,중심상업,광주광역시 광산구 쌍암동 668-11
37,6,648.8㎡,2012년 12월 24일,중심상업,광주광역시 광산구 쌍암동 662-4
38,5,271.8㎡,2012년 07월 27일,일반상업,광주광역시 광산구 쌍암동 694-125
39,5,270.8㎡,2012년 08월 02일,일반상업,광주광역시 광산구 쌍암동 694-16
40,5,270.6㎡,2012년 08월 02일,일반상업,광주광역시 광산구 쌍암동 694-15
41,5,510.1㎡,2017년 12월 28일,중심상업,광주광역시 광산구 쌍암동 678-4
42,3,335.4㎡,2013년 11월 01일,일반상업,광주광역시 광산구 쌍암동 694-135
43,3,335.5㎡,2013년 07월 11일,일반상업,광주광역시 광산구 쌍암동 694-50
44,5,342.6㎡,2013년 02월 18일,일반상업,광주광역시 광산구 쌍암동 694-17
45,4,99㎡,2015년 09월 17일,2종일주,광주광역시 광산구 운남동 314-1
46,4,735.2㎡,2014년 11월 14일,3종일주,광주광역시 광산구 신가동 918-1
47,6,287.9㎡,2014년 12월 23일,중심상업,광주광역시 광산구 월계동 892-12
48,4,287.3㎡,2005년 12월 05일,3종일주,광주광역시 광산구 비아동 705-5
49,4,225.4㎡,2002년 01월 04일,2종일주,광주광역시 광산구 비아동 688-8
50,3,295.8㎡,1997년 07월 03일,2종일주,광주광역시 광산구 비아동 687-6
51,4,285㎡,2002년 11월 19일,2종일주,광주광역시 광산구 우산동 1471
52,2,311.5㎡,1991년 04월 27일,1종일주,광주광역시 광산구 우산동 1056-6
53,5,295㎡,2005년 11월 23일,2종일주,광주광역시 광산구 우산동 1053-1
54,3,306.7㎡,1997년 04월 17일,1종일주,광주광역시 광산구 우산동 1040-23
55,3,306.5㎡,1997년 04월 17일,1종일주,광주광역시 광산구 우산동 1040-20
56,4,475.1㎡,1994년 12월 08일,1종일주,광주광역시 광산구 우산동 1040-18
57,4,365.6㎡,1994년 01월 20일,1종일주,광주광역시 광산구 우산동 1040-17
58,2,337㎡,1989년 12월 11일,1종일주,광주광역시 광산구 소촌동 514-4
59,4,543㎡,2007년 12월 24일,2종일주,광주광역시 광산구 소촌동 479-2
60,4,326㎡,2001년 09월 19일,2종일주,광주광역시 광산구 소촌동 380-9
61,4,299㎡,2001년 02월 23일,2종일주,광주광역시 광산구 소촌동 380-8
62,4,238㎡,2001년 09월 22일,1종일주,광주광역시 광산구 소촌동 380-1
63,12,241㎡,2003년 01월 21일,일반상업,광주광역시 광산구 소촌동 533-2
64,5,"19,496.7㎡",1996년 02월 22일,3종일주,광주광역시 광산구 월계동 764-4
65,5,"19,714.2㎡",1995년 12월 15일,3종일주,광주광역시 광산구 월계동 764-5
66,1,"20,067.2㎡",1996년 05월 29일,3종일주,광주광역시 광산구 월계동 765-8
67,2,"38,239.3㎡",1997년 05월 19일,3종일주,광주광역시 광산구 월계동 763-6
68,5,"19,029.4㎡",2001년 09월 20일,3종일주,광주광역시 광산구 월계동 763-5
69,5,"23,057.7㎡",1997년 08월 22일,3종일주,광주광역시 광산구 월계동 763-3
70,12,990.8㎡,2014년 10월 24일,중심상업,광주광역시 광산구 월계동 892-17
71,14,567.6㎡,2015년 01월 20일,중심상업,광주광역시 광산구 월계동 878-4
72,9,558.8㎡,2016년 02월 23일,중심상업,광주광역시 광산구 월계동 893-2
73,9,631.1㎡,2012년 04월 27일,중심상업,광주광역시 광산구 월계동 884-2
74,10,501.4㎡,2014년 08월 21일,중심상업,광주광역시 광산구 월계동 883-1
75,8,580.3㎡,2013년 03월 22일,중심상업,광주광역시 광산구 월계동 882-8
76,10,540.3㎡,2016년 08월 18일,중심상업,광주광역시 광산구 월계동 879-4
77,10,540.7㎡,2017년 04월 06일,중심상업,광주광역시 광산구 월계동 879-2
78,5,"16,305.7㎡",1996년 05월 25일,3종일주,광주광역시 광산구 월계동 758-8
79,15,"3,591.5㎡",2014년 06월 23일,중심상업,광주광역시 광산구 월계동 893-1
80,5,"20,114.2㎡",1995년 06월 14일,3종일주,광주광역시 광산구 월계동 764-2
81,22,"58,152㎡",1996년 12월 06일,3종일주,광주광역시 광산구 운남동 387-22
82,18,"53,785.5㎡",2001년 11월 02일,3종일주,광주광역시 광산구 운남동 794-3
83,15,"43,137㎡",1997년 01월 09일,3종일주,광주광역시 광산구 운남동 776-1
84,1,"31,216.6㎡",2009년 07월 08일,3종일주,광주광역시 광산구 운남동 777-1
85,15,"50,354.8㎡",1996년 06월 19일,3종일주,광주광역시 광산구 운남동 771-1
86,20,"47,011.5㎡",2000년 09월 18일,3종일주,광주광역시 광산구 운남동 781-1
87,1,"11,814㎡",,3종일주,광주광역시 광산구 운남동 387-24
88,0,"75,532.1㎡",,3종일주,광주광역시 광산구 우산동 1571-1
89,0,"75,532.1㎡",,3종일주,광주광역시 광산구 우산동 1571-1
90,1,"37,121.5㎡",2010년 01월 14일,3종일주,광주광역시 광산구 우산동 1603-1
91,1,"33,401.5㎡",2012년 01월 27일,3종일주,광주광역시 광산구 우산동 1602-2
92,19,"17,473.1㎡",1992년 11월 18일,3종일주,광주광역시 광산구 우산동 1572-6
93,14,"13,686.8㎡",1992년 03월 07일,3종일주,광주광역시 광산구 우산동 1572-2
94,15,"12,836.6㎡",1992년 03월 11일,3종일주,광주광역시 광산구 우산동 1572-1
95,,,,,광주광역시 광산구 우산동 1599-1
96,,"8,079.5㎡",,3종일주,광주광역시 광산구 우산동 1611-3
97,13,"4,193.5㎡",1991년 03월 20일,2종일주,광주광역시 광산구 우산동 1039-5
98,11,"2,031.2㎡",1994년 02월 22일,2종일주,광주광역시 광산구 우산동 1062-3
99,15,"1,213.4㎡",2017년 03월 03일,일반상업,광주광역시 광산구 우산동 1576-5
100,12,"1,158.6㎡",2014년 10월 16일,일반상업,광주광역시 광산구 우산동 1608-1
101,9,"1,207.1㎡",2013년 07월 22일,일반상업,광주광역시 광산구 우산동 1576-4
102,13,"2,671.3㎡",1992년 05월 30일,2종일주,광주광역시 광산구 우산동 1074-1
103,8,788.5㎡,1998년 01월 16일,1종일주,광주광역시 광산구 우산동 1050-2
104,12,"1,211㎡",2014년 04월 25일,일반상업,광주광역시 광산구 우산동 1594-2
105,11,"12,867.4㎡",1991년 12월 17일,3종일주,광주광역시 광산구 우산동 1572-5
106,1,"28,642.5㎡",2010년 07월 08일,3종일주,광주광역시 광산구 신가동 1019-1
107,12,"6,457㎡",1998년 03월 10일,3종일주,광주광역시 광산구 신가동 302-39
108,15,"10,351㎡",1998년 03월 10일,3종일주,광주광역시 광산구 신가동 302-25
109,18,"14,460.3㎡",2002년 10월 15일,3종일주,광주광역시 광산구 신가동 963-1
110,8,317.7㎡,2013년 07월 17일,일반상업,광주광역시 광산구 신가동 1015-9
111,15,"39,513.2㎡",2009년 05월 19일,3종일주,광주광역시 광산구 신가동 1064
112,12,"49,048.5㎡",2009년 12월 15일,3종일주,광주광역시 광산구 신가동 1202
113,10,"25,082.7㎡",2009년 05월 28일,3종일주,광주광역시 광산구 신가동 1061
114,15,"3,600.2㎡",2015년 09월 11일,중심상업,광주광역시 광산구 쌍암동 676-2
115,10,"1,263.5㎡",2013년 10월 08일,일반상업,광주광역시 광산구 쌍암동 694-115
116,8,358㎡,2013년 01월 21일,일반상업,광주광역시 광산구 쌍암동 694-14
117,7,657.1㎡,2012년 06월 01일,중심상업,광주광역시 광산구 쌍암동 677-12
118,8,400.7㎡,2012년 08월 31일,중심상업,광주광역시 광산구 쌍암동 658-7
119,9,661.2㎡,2013년 06월 25일,일반상업,광주광역시 광산구 쌍암동 694-129
120,15,"1,206.7㎡",2017년 11월 17일,일반상업,광주광역시 광산구 쌍암동 694-74
121,10,869.4㎡,2013년 04월 23일,중심상업,광주광역시 광산구 쌍암동 661-8
122,10,455.8㎡,2014년 02월 07일,중심상업,광주광역시 광산구 쌍암동 660-7
123,12,"1,231.7㎡",2013년 08월 09일,중심상업,광주광역시 광산구 쌍암동 682-1
124,13,787.1㎡,2015년 09월 09일,일반상업,광주광역시 광산구 쌍암동 694-70
125,13,"55,682.5㎡",2011년 04월 13일,3종일주,광주광역시 광산구 장덕동 1037
126,13,724.2㎡,2013년 02월 28일,일반상업,광주광역시 광산구 신창동 1128-4
127,12,676.9㎡,2015년 07월 01일,일반상업,광주광역시 광산구 신창동 1128-2
128,8,858㎡,2016년 12월 02일,2종일주,광주광역시 광산구 신창동 876
129,11,"6,133㎡",1995년 12월 14일,3종일주,광주광역시 광산구 신창동 855-3
130,2,"3,889㎡",1995년 12월 14일,3종일주,광주광역시 광산구 신창동 855-5
131,11,"6,717㎡",2000년 09월 18일,2종일주,광주광역시 광산구 신창동 462-2
132,15,"23,835.2㎡",2005년 12월 01일,3종일주,광주광역시 광산구 신창동 1268
133,15,"45,090.8㎡",2010년 10월 01일,3종일주,광주광역시 광산구 장덕동 1044
134,20,"15,042㎡",1998년 09월 14일,3종일주,광주광역시 광산구 비아동 152-5
135,2,"16,211㎡",2001년 12월 10일,2종일주,광주광역시 광산구 소촌동 290-46
136,12,"2,566㎡",1992년 10월 27일,일반상업,광주광역시 광산구 소촌동 536-9
137,5,"3,643㎡",1988년 04월 25일,2종일주,광주광역시 광산구 소촌동 506-11
138,5,"1,800㎡",1988년 04월 25일,2종일주,광주광역시 광산구 소촌동 506-8
139,9,"1,777.7㎡",2014년 07월 24일,2종일주,광주광역시 광산구 소촌동 872
140,13,"7,313㎡",1995년 05월 23일,3종일주,광주광역시 광산구 소촌동 455
141,1,"3,384㎡",1998년 06월 27일,3종일주,광주광역시 광산구 소촌동 414-2
142,2,"6,979㎡",1995년 03월 24일,3종일주,광주광역시 광산구 소촌동 610
143,13,"2,948㎡",1995년 07월 07일,3종일주,광주광역시 광산구 소촌동 603-3
144,1,"2,443㎡",1997년 11월 27일,3종일주,광주광역시 광산구 소촌동 594-1
145,12,"6,200㎡",1995년 06월 29일,3종일주,광주광역시 광산구 소촌동 440-1
146,15,"4,902㎡",1995년 11월 13일,3종일주,광주광역시 광산구 소촌동 612
147,12,"9,519.3㎡",1995년 12월 28일,3종일주,광주광역시 광산구 도천동 628-1
148,1,"13,267.5㎡",2003년 03월 06일,3종일주,광주광역시 광산구 도천동 627-1
149,5,357.3㎡,2002년 11월 30일,1종일주,광주광역시 북구 두암동 578-2
150,4,139.7㎡,2002년 06월 27일,2종일주,광주광역시 북구 두암동 902-12
151,4,428.7㎡,2006년 07월 27일,1종일주,광주광역시 북구 두암동 900-6
152,3,"2,722㎡",1987년 10월 06일,준주거,광주광역시 북구 두암동 895-2
153,5,787㎡,2013년 11월 05일,2종일주,광주광역시 북구 두암동 866-1
154,4,430.4㎡,2008년 05월 15일,1종일주,광주광역시 북구 두암동 863-40
155,2,283.1㎡,1979년 03월 21일,2종일주,광주광역시 북구 두암동 854-38
156,2,315.8㎡,1983년 01월 14일,2종일주,광주광역시 북구 두암동 854-9
157,3,191.4㎡,1984년 05월 11일,2종일주,광주광역시 북구 두암동 852-2
158,4,351.7㎡,2012년 07월 24일,1종일주,광주광역시 북구 두암동 845-43
159,4,351.6㎡,2012년 07월 24일,1종일주,광주광역시 북구 두암동 845-25
160,4,207.1㎡,2002년 07월 26일,1종일주,광주광역시 북구 두암동 833-28
161,3,538.2㎡,1984년 11월 30일,2종일주,광주광역시 북구 두암동 600-1
162,4,421.3㎡,2012년 09월 28일,2종일주,광주광역시 북구 두암동 599-3
163,4,284㎡,2004년 02월 16일,1종일주,광주광역시 북구 두암동 453-34
164,4,277㎡,2004년 02월 16일,1종일주,광주광역시 북구 두암동 453-31
165,4,223㎡,2004년 08월 30일,1종일주,광주광역시 북구 두암동 453-5
166,4,308㎡,2004년 08월 30일,1종일주,광주광역시 북구 두암동 453-2
167,4,410㎡,1985년 03월 13일,1종일주,광주광역시 북구 두암동 383-1
168,3,"2,286.4㎡",1982년 05월 03일,2종일주,광주광역시 북구 두암동 587-6
169,4,565.3㎡,1982년 08월 31일,2종일주,광주광역시 북구 두암동 585-2
170,4,565.3㎡,1982년 09월 02일,2종일주,광주광역시 북구 두암동 585-39
171,4,"2,013㎡",2014년 01월 28일,1종일주,광주광역시 북구 두암동 399-2
172,3,838.7㎡,1983년 10월 21일,준주거,광주광역시 북구 두암동 841-22
173,3,788.7㎡,1983년 09월 16일,준주거,광주광역시 북구 두암동 841-21
174,3,834㎡,1984년 12월 18일,2종일주,광주광역시 북구 두암동 852-9
175,3,903.8㎡,1986년 09월 01일,2종일주,광주광역시 북구 두암동 852-8
176,3,"1,002㎡",1983년 11월 01일,2종일주,광주광역시 북구 두암동 865-1
177,3,"1,087.6㎡",1984년 05월 11일,1종일주,광주광역시 북구 두암동 590-11
178,3,968.3㎡,1983년 06월 09일,2종일주,광주광역시 북구 두암동 822-11
179,4,"1,276㎡",2011년 04월 29일,1종일주,광주광역시 북구 두암동 399
180,2,951.1㎡,1979년 12월 29일,2종일주,광주광역시 북구 두암동 852-7
181,2,951.5㎡,1980년 10월 28일,2종일주,광주광역시 북구 두암동 906-5
182,3,765㎡,1984년 06월 20일,1종일주,광주광역시 북구 두암동 892-3
183,3,603.2㎡,1984년 06월 01일,1종일주,광주광역시 북구 두암동 892-1
184,3,833.2㎡,1983년 11월 30일,2종일주,광주광역시 북구 두암동 888-18
185,2,436㎡,1981년 09월 05일,준주거,광주광역시 북구 두암동 881-6
186,3,819.8㎡,1984년 01월 24일,1종일주,광주광역시 북구 두암동 876-14
187,3,826.7㎡,1990년 03월 17일,1종일주,광주광역시 북구 두암동 837-4
188,1,"4,162㎡",1985년 06월 17일,2종일주,광주광역시 광산구 송정동 268-5
189,1,"1,722㎡",1982년 02월 24일,1종일주,광주광역시 북구 연제동 483-52
190,3,"1,863㎡",2003년 06월 13일,2종일주,광주광역시 북구 매곡동 106-11
191,5,572㎡,2015년 06월 03일,2종일주,광주광역시 북구 삼각동 753-33
192,3,"3,973㎡",2002년 05월 02일,자연녹지,광주광역시 북구 매곡동 119-2
193,5,"1,582㎡",2013년 05월 13일,2종일주,광주광역시 북구 본촌동 3044
194,,862.6㎡,,2종일주,광주광역시 북구 본촌동 3035
195,5,731㎡,2013년 03월 08일,2종일주,광주광역시 북구 본촌동 2864
196,5,"1,015.6㎡",2013년 05월 03일,2종일주,광주광역시 북구 본촌동 2969
197,3,"1,924㎡",1988년 10월 21일,2종일주,광주광역시 광산구 송정동 521
198,5,601㎡,2011년 11월 04일,2종일주,광주광역시 광산구 송정동 612
199,3,"1,181㎡",1984년 07월 13일,일반상업,광주광역시 광산구 송정동 745-1
200,3,760㎡,1982년 12월 13일,일반상업,광주광역시 광산구 송정동 878-5
201,4,232㎡,1994년 04월 21일,1종일주,광주광역시 광산구 송정동 270-11
202,1,"3,880㎡",1984년 08월 09일,1종일주,광주광역시 북구 양산동 547-1
203,5,"1,386.6㎡",2013년 10월 01일,2종일주,광주광역시 북구 양산동 1083
204,3,752㎡,1984년 06월 20일,2종일주,광주광역시 북구 양산동 283-47
205,,791.9㎡,,2종일주,광주광역시 북구 양산동 1068
206,4,591.4㎡,2012년 09월 14일,2종일주,광주광역시 북구 양산동 923
207,,"1,317㎡",,1종일주,광주광역시 북구 양산동 660-81
208,5,754.9㎡,2013년 01월 21일,2종일주,광주광역시 북구 양산동 1032
209,5,772㎡,2012년 11월 08일,2종일주,광주광역시 북구 양산동 919-2
210,4,"1,152.2㎡",2013년 06월 20일,2종일주,광주광역시 북구 양산동 1059
211,5,"1,090.2㎡",2012년 10월 25일,2종일주,광주광역시 북구 양산동 765
212,5,432㎡,2012년 03월 30일,1종일주,광주광역시 북구 오치동 639
213,3,"2,459.4㎡",1983년 09월 14일,2종일주,광주광역시 북구 오치동 979-8
214,4,"1,010.4㎡",2013년 02월 21일,2종일주,광주광역시 북구 오치동 984-5
215,3,"1,021.1㎡",1984년 05월 23일,2종일주,광주광역시 북구 오치동 980-17
216,3,"1,470.2㎡",1985년 12월 05일,2종일주,광주광역시 북구 오치동 979-7
217,0,"1,400.3㎡",,2종일주,광주광역시 북구 오치동 979-6
218,2,655.6㎡,1979년 12월 10일,2종일주,광주광역시 북구 오치동 950-13
219,,791.9㎡,,1종일주,광주광역시 북구 오치동 913-3
220,4,"1,028㎡",2012년 11월 01일,1종일주,광주광역시 북구 오치동 941-7
221,1,"1,145㎡",1993년 12월 19일,2종일주,광주광역시 북구 오치동 979-1
222,4,432.3㎡,2012년 10월 08일,2종일주,광주광역시 북구 양산동 762-1
223,5,"1,322.9㎡",2012년 09월 27일,2종일주,광주광역시 북구 양산동 709
224,4,606.9㎡,2012년 11월 13일,2종일주,광주광역시 북구 양산동 1075
225,7,439.1㎡,2018년 01월 03일,2종일주,광주광역시 북구 양산동 1046
226,5,640.3㎡,2012년 11월 14일,2종일주,광주광역시 북구 양산동 1000
227,5,772.3㎡,2012년 11월 06일,2종일주,광주광역시 북구 양산동 919
228,5,392.3㎡,2012년 12월 26일,2종일주,광주광역시 북구 양산동 879
229,4,397.2㎡,2012년 10월 12일,2종일주,광주광역시 북구 양산동 859
230,4,408.7㎡,2012년 10월 08일,2종일주,광주광역시 북구 양산동 762
231,4,402.6㎡,2013년 04월 17일,2종일주,광주광역시 북구 양산동 702
232,4,497.3㎡,2012년 07월 25일,2종일주,광주광역시 북구 양산동 696-1
233,4,497.3㎡,2012년 07월 25일,2종일주,광주광역시 북구 양산동 696
234,5,804.4㎡,2012년 12월 24일,2종일주,광주광역시 북구 양산동 690-4
235,3,336㎡,2002년 11월 15일,1종일주,광주광역시 북구 양산동 361-5
236,4,384㎡,1992년 11월 09일,1종일주,광주광역시 북구 양산동 361-1
237,4,161㎡,2001년 12월 19일,2종일주,광주광역시 북구 양산동 254-121
238,5,230㎡,2013년 04월 03일,일반상업,광주광역시 북구 양산동 249-21
239,4,792㎡,2012년 12월 21일,2종일주,광주광역시 북구 양산동 93-18
240,5,276㎡,2002년 01월 05일,2종일주,광주광역시 북구 오치동 856-43
241,4,291.2㎡,2002년 01월 02일,1종일주,광주광역시 북구 오치동 946-4
242,5,228.3㎡,2004년 10월 20일,2종일주,광주광역시 북구 오치동 923-8
243,3,226.1㎡,2002년 02월 08일,1종일주,광주광역시 북구 오치동 962-21
244,4,227.6㎡,2003년 05월 02일,2종일주,광주광역시 북구 오치동 993-2
245,2,388.5㎡,1992년 04월 23일,2종일주,광주광역시 북구 오치동 986-9
246,4,377.6㎡,2014년 08월 18일,2종일주,광주광역시 북구 오치동 977-2
247,4,236.5㎡,1994년 05월 27일,2종일주,광주광역시 북구 오치동 967-18
248,4,364.5㎡,1993년 11월 09일,2종일주,광주광역시 북구 오치동 961-7
249,3,431.5㎡,1991년 09월 25일,2종일주,광주광역시 북구 오치동 957-9
250,3,161.9㎡,2003년 03월 25일,2종일주,광주광역시 북구 오치동 957-5
251,4,381.5㎡,2001년 04월 25일,1종일주,광주광역시 북구 오치동 935-9
252,4,234.6㎡,2000년 06월 02일,1종일주,광주광역시 북구 오치동 934-11
253,4,786㎡,2013년 01월 11일,1종일주,광주광역시 북구 오치동 930-15
254,5,148.6㎡,2016년 11월 23일,1종일주,광주광역시 북구 오치동 927-2
255,4,302㎡,2004년 07월 16일,3종일주,광주광역시 북구 오치동 858-2
256,5,271㎡,2002년 01월 15일,2종일주,광주광역시 북구 오치동 856-42
257,5,271㎡,2002년 01월 18일,2종일주,광주광역시 북구 오치동 856-4
258,5,448㎡,2014년 10월 14일,1종일주,광주광역시 북구 오치동 630-4
259,5,459㎡,2014년 10월 14일,1종일주,광주광역시 북구 오치동 630-3
260,4,353㎡,2001년 03월 10일,1종일주,광주광역시 광산구 운수동 68-53
261,3,279㎡,2001년 03월 10일,1종일주,광주광역시 광산구 운수동 68-54
262,1,376㎡,1983년 10월 19일,3종일주,광주광역시 광산구 운수동 66-58
263,1,660㎡,1983년 10월 19일,1종일주,광주광역시 광산구 운수동 66-49
264,1,318㎡,1983년 10월 19일,1종일주,광주광역시 광산구 운수동 66-46
265,1,328㎡,1983년 10월 19일,1종일주,광주광역시 광산구 운수동 66-45
266,1,636㎡,1983년 10월 19일,1종일주,광주광역시 광산구 운수동 66-41
267,1,330㎡,1983년 10월 19일,1종일주,광주광역시 광산구 운수동 66-27
268,1,650㎡,1983년 10월 19일,1종일주,광주광역시 광산구 운수동 66-26
269,1,660㎡,1983년 10월 19일,1종일주,광주광역시 광산구 운수동 66-25
270,1,649㎡,1983년 10월 19일,1종일주,광주광역시 광산구 운수동 66-21
271,1,330㎡,1983년 10월 19일,1종일주,광주광역시 광산구 운수동 66-20
272,1,329㎡,1983년 10월 19일,1종일주,광주광역시 광산구 운수동 66-19
273,1,318㎡,1983년 10월 19일,1종일주,광주광역시 광산구 운수동 66-15
274,1,318㎡,1983년 10월 19일,1종일주,광주광역시 광산구 운수동 66-14
275,5,326㎡,2012년 11월 08일,준주거,광주광역시 광산구 운수동 26-24
276,1,655㎡,1983년 10월 19일,준주거,광주광역시 광산구 운수동 66-53
277,1,642㎡,1983년 10월 19일,1종일주,광주광역시 광산구 운수동 66-32
278,5,194㎡,2016년 01월 19일,2종일주,광주광역시 광산구 송정동 947-1
279,3,553㎡,1990년 03월 28일,일반상업,광주광역시 광산구 송정동 731-5
280,4,114㎡,2007년 08월 16일,2종일주,광주광역시 광산구 송정동 588-3
281,4,199㎡,2003년 10월 07일,2종일주,광주광역시 광산구 송정동 556-10
282,6,209㎡,2013년 12월 11일,일반상업,광주광역시 광산구 송정동 867-17
283,6,264㎡,2003년 10월 13일,일반상업,광주광역시 광산구 송정동 837-1
284,4,364㎡,2001년 10월 24일,1종일주,광주광역시 광산구 송정동 422-2
285,4,288㎡,2002년 03월 05일,1종일주,광주광역시 광산구 송정동 327-5
286,5,"1,182.7㎡",2012년 12월 13일,2종일주,광주광역시 북구 용두동 1054
287,5,61㎡,2016년 11월 14일,2종일주,광주광역시 북구 일곡동 553
288,5,413㎡,2015년 05월 21일,2종일주,광주광역시 북구 일곡동 535-3
289,5,355㎡,2005년 06월 03일,2종일주,광주광역시 북구 일곡동 529-2
290,5,350㎡,2005년 06월 03일,2종일주,광주광역시 북구 일곡동 529
291,5,414㎡,2004년 11월 23일,2종일주,광주광역시 북구 일곡동 520-1
292,5,439㎡,2004년 09월 20일,2종일주,광주광역시 북구 일곡동 520
293,4,260㎡,2012년 02월 09일,2종일주,광주광역시 북구 일곡동 396
294,4,179㎡,1991년 11월 02일,2종일주,광주광역시 광산구 신촌동 1040-10
295,2,349㎡,1989년 12월 28일,2종일주,광주광역시 광산구 신촌동 946-1
296,4,418㎡,2012년 12월 04일,1종일주,광주광역시 광산구 신촌동 709-18
297,4,414㎡,2012년 12월 04일,1종일주,광주광역시 광산구 신촌동 709-17
298,4,444㎡,2012년 12월 04일,1종일주,광주광역시 광산구 신촌동 709-7
299,4,383.3㎡,2012년 10월 09일,2종일주,광주광역시 북구 본촌동 3025
300,4,626.5㎡,2012년 11월 20일,2종일주,광주광역시 북구 본촌동 3006
301,4,425.7㎡,2012년 09월 26일,2종일주,광주광역시 북구 본촌동 2955
302,5,312㎡,2012년 09월 18일,2종일주,광주광역시 북구 삼각동 753-25
