,규모,면적,신축년도,용도지역,주소
303,4,527㎡,2014년 04월 07일,1종일주,광주광역시 북구 삼각동 585-15
304,5,569㎡,2003년 03월 13일,1종일주,광주광역시 북구 삼각동 585-1
305,4,420㎡,2009년 09월 07일,2종일주,광주광역시 북구 삼각동 507-9
306,4,689㎡,2010년 05월 10일,자연녹지,광주광역시 광산구 선암동 318
307,4,434㎡,2003년 08월 08일,2종일주,광주광역시 광산구 도산동 877-9
308,2,167㎡,1982년 11월 19일,1종일주,광주광역시 북구 신용동 495-9
309,4,211㎡,2001년 06월 18일,1종일주,광주광역시 북구 연제동 398-68
310,3,344㎡,1996년 07월 25일,1종일주,광주광역시 북구 매곡동 200-4
311,20,"68,395.6㎡",1998년 11월 28일,3종일주,광주광역시 북구 신용동 643-1
312,15,"65,858㎡",2011년 01월 28일,2종일주,광주광역시 북구 신용동 667
313,13,"20,520.5㎡",2005년 05월 02일,2종일주,광주광역시 북구 신용동 647
314,13,"36,345.4㎡",2011년 01월 28일,2종일주,광주광역시 북구 신용동 679
315,15,"34,562.6㎡",1992년 05월 13일,3종일주,광주광역시 북구 오치동 1003
316,15,"22,754㎡",1993년 12월 20일,3종일주,광주광역시 북구 두암동 969-6
317,15,"67,951.7㎡",1993년 12월 09일,3종일주,광주광역시 북구 두암동 968-1
318,14,"24,481.3㎡",2001년 02월 26일,3종일주,광주광역시 북구 일곡동 819-3
319,2,"19,820.3㎡",2000년 10월 26일,3종일주,광주광역시 북구 일곡동 849-2
320,14,"12,958.9㎡",2000년 12월 02일,3종일주,광주광역시 북구 일곡동 817-5
321,15,"14,902.2㎡",2000년 08월 31일,3종일주,광주광역시 북구 일곡동 850-4
322,18,"23,068㎡",1997년 04월 25일,3종일주,광주광역시 북구 일곡동 819-2
323,20,"11,857.3㎡",1997년 11월 25일,3종일주,광주광역시 북구 일곡동 849-8
324,1,"19,941.6㎡",1998년 02월 11일,3종일주,광주광역시 북구 일곡동 848-1
325,3,"13,161.4㎡",1996년 12월 30일,3종일주,광주광역시 북구 일곡동 850-3
326,2,"13,105.8㎡",1997년 01월 04일,3종일주,광주광역시 북구 일곡동 850-5
327,21,"17,119.3㎡",1997년 07월 26일,3종일주,광주광역시 북구 일곡동 849-1
328,20,"24,017.7㎡",1997년 12월 26일,3종일주,광주광역시 북구 일곡동 848-2
329,22,"12,877.9㎡",1998년 07월 18일,3종일주,광주광역시 북구 일곡동 849-9
330,15,"67,951.7㎡",1993년 12월 09일,3종일주,광주광역시 북구 두암동 968-1
331,15,"24,416.6㎡",1994년 03월 28일,3종일주,광주광역시 북구 두암동 969-1
332,20,"17,793㎡",1995년 11월 11일,3종일주,광주광역시 북구 두암동 73
333,20,"8,789㎡",1999년 06월 21일,3종일주,광주광역시 북구 두암동 117
334,2,"4,335.7㎡",1983년 03월 17일,2종일주,광주광역시 북구 두암동 580-1
335,5,"4,337.7㎡",1983년 10월 28일,2종일주,광주광역시 북구 두암동 572-3
336,9,"1,065.4㎡",2017년 04월 03일,2종일주,광주광역시 북구 두암동 1002
337,1,"2,755.7㎡",1983년 12월 16일,2종일주,광주광역시 북구 두암동 902-2
338,3,"3,048.7㎡",1979년 04월 24일,2종일주,광주광역시 북구 두암동 885-9
339,5,"1,990㎡",1983년 11월 24일,2종일주,광주광역시 북구 두암동 884-3
340,5,748㎡,1982년 09월 28일,2종일주,광주광역시 북구 두암동 874-33
341,5,603.5㎡,1982년 09월 28일,2종일주,광주광역시 북구 두암동 874-10
342,5,860.4㎡,1982년 11월 11일,2종일주,광주광역시 북구 두암동 872-18
343,5,886.1㎡,1983년 03월 30일,2종일주,광주광역시 북구 두암동 872-1
344,5,469.7㎡,1983년 10월 10일,2종일주,광주광역시 북구 두암동 871-7
345,5,"2,735.3㎡",1984년 11월 21일,2종일주,광주광역시 북구 두암동 870-1
346,5,"1,645㎡",1983년 12월 30일,2종일주,광주광역시 북구 두암동 869-1
347,4,710.6㎡,1983년 04월 21일,2종일주,광주광역시 북구 두암동 864-16
348,5,757.1㎡,1983년 04월 02일,2종일주,광주광역시 북구 두암동 864-3
349,2,"1,901.4㎡",1985년 12월 30일,2종일주,광주광역시 북구 두암동 850-19
350,5,801㎡,1982년 08월 28일,2종일주,광주광역시 북구 두암동 825-1
351,5,986.2㎡,1983년 12월 12일,2종일주,광주광역시 북구 두암동 824-5
352,5,"1,428.1㎡",1982년 08월 28일,2종일주,광주광역시 북구 두암동 824-1
353,5,"2,902㎡",1985년 04월 27일,2종일주,광주광역시 북구 두암동 808-2
354,5,"1,103.6㎡",1983년 10월 27일,2종일주,광주광역시 북구 두암동 600-6
355,5,780㎡,1982년 11월 13일,2종일주,광주광역시 북구 두암동 586-1
356,5,779.9㎡,1982년 10월 04일,2종일주,광주광역시 북구 두암동 581-2
357,5,794.4㎡,1982년 09월 20일,2종일주,광주광역시 북구 두암동 581-1
358,5,885㎡,1983년 10월 25일,2종일주,광주광역시 북구 두암동 570-11
359,5,827.3㎡,1983년 12월 09일,2종일주,광주광역시 북구 두암동 570-2
360,8,"1,765㎡",1987년 07월 27일,1종일주,광주광역시 북구 두암동 456-1
361,10,"3,721㎡",1997년 04월 12일,2종일주,광주광역시 북구 두암동 310-1
362,8,925㎡,1992년 05월 16일,2종일주,광주광역시 북구 두암동 197-4
363,5,"2,972.3㎡",1979년 04월 06일,2종일주,광주광역시 북구 두암동 849-21
364,2,"3,886㎡",1987년 01월 23일,3종일주,광주광역시 북구 두암동 598-3
365,2,"5,195.6㎡",1984년 02월 20일,3종일주,광주광역시 북구 두암동 579-1
366,2,"4,965㎡",2000년 02월 21일,2종일주,광주광역시 북구 두암동 329
367,13,"4,171㎡",1988년 05월 20일,3종일주,광주광역시 북구 두암동 326
368,12,"14,973.3㎡",1988년 05월 24일,2종일주,광주광역시 북구 두암동 947-1
369,15,"13,124㎡",1998년 02월 19일,3종일주,광주광역시 북구 양산동 101
370,2,"11,146㎡",1995년 03월 23일,3종일주,광주광역시 북구 삼각동 753-10
371,15,264㎡,1996년 10월 10일,3종일주,광주광역시 북구 양산동 274-3
372,20,"8,275㎡",1997년 01월 20일,3종일주,광주광역시 북구 양산동 355
373,11,"1,411㎡",1995년 12월 20일,3종일주,광주광역시 광산구 신촌동 827-1
374,1,"5,867㎡",2009년 08월 20일,2종일주,광주광역시 광산구 송정동 965-1
375,17,"4,022㎡",1992년 12월 28일,3종일주,광주광역시 북구 오치동 869-6
376,15,"4,037㎡",1997년 10월 25일,3종일주,광주광역시 북구 양산동 288-15
377,12,"4,589㎡",1995년 04월 13일,2종일주,광주광역시 북구 매곡동 215-2
378,20,"6,548㎡",1995년 04월 22일,3종일주,광주광역시 북구 매곡동 214-10
379,13,"10,498㎡",1995년 07월 24일,2종일주,광주광역시 광산구 도산동 1136-1
380,10,"3,526㎡",1998년 03월 21일,2종일주,광주광역시 광산구 도산동 782
381,15,"34,666.6㎡",1992년 10월 10일,3종일주,광주광역시 북구 오치동 1005
382,15,36㎡,1995년 12월 19일,3종일주,광주광역시 북구 오치동 881-26
383,18,"8,255㎡",1992년 06월 11일,3종일주,광주광역시 북구 오치동 862-1
384,2,"16,247㎡",1991년 10월 07일,3종일주,광주광역시 북구 오치동 862-14
385,19,"7,897㎡",1992년 06월 30일,3종일주,광주광역시 북구 오치동 862-9
386,1,"5,865㎡",1994년 02월 28일,3종일주,광주광역시 북구 오치동 866-2
387,15,"4,696.2㎡",1991년 03월 20일,준주거,광주광역시 북구 오치동 940-1
388,1,"6,468㎡",1995년 07월 20일,3종일주,광주광역시 북구 오치동 925-1
389,15,"9,897㎡",1991년 06월 29일,3종일주,광주광역시 북구 오치동 872-2
390,2,"1,929㎡",1996년 12월 24일,2종일주,광주광역시 북구 오치동 762
391,13,"2,021㎡",1998년 02월 18일,3종일주,광주광역시 북구 오치동 862-10
392,2,"2,484.6㎡",1993년 08월 04일,2종일주,광주광역시 북구 오치동 984-2
393,18,"2,828㎡",1995년 03월 31일,3종일주,광주광역시 북구 오치동 929-1
394,5,"4,466.3㎡",1979년 10월 23일,2종일주,광주광역시 북구 오치동 972-1
395,9,"1,253㎡",2002년 04월 22일,근린상업,광주광역시 북구 오치동 857-9
396,1,"1,523㎡",1993년 06월 22일,2종일주,광주광역시 북구 오치동 985-1
397,9,"1,263.1㎡",,2종일주,광주광역시 북구 오치동 984-6
398,10,904.4㎡,1995년 01월 07일,2종일주,광주광역시 북구 오치동 981-7
399,5,"2,468㎡",1983년 02월 17일,2종일주,광주광역시 북구 오치동 980-14
400,5,"1,040.6㎡",1982년 10월 28일,2종일주,광주광역시 북구 오치동 934-6
401,5,"1,026.6㎡",1992년 10월 26일,2종일주,광주광역시 북구 오치동 934-3
402,5,"2,511.7㎡",1978년 01월 30일,2종일주,광주광역시 북구 오치동 924-13
403,9,734㎡,2013년 12월 18일,근린상업,광주광역시 북구 오치동 857-16
404,8,733㎡,2014년 10월 29일,근린상업,광주광역시 북구 오치동 857-14
405,14,810㎡,2013년 01월 28일,근린상업,광주광역시 북구 오치동 856-25
406,9,295㎡,2013년 05월 30일,근린상업,광주광역시 북구 오치동 857-10
407,11,"1,797㎡",2014년 02월 21일,근린상업,광주광역시 북구 오치동 856-7
408,2,"5,324㎡",2012년 07월 08일,3종일주,광주광역시 북구 오치동 855-9
409,15,"11,324㎡",1990년 10월 31일,3종일주,광주광역시 북구 오치동 406
410,15,"16,439㎡",1997년 06월 17일,3종일주,광주광역시 북구 양산동 205-6
411,7,"7,047㎡",1996년 06월 04일,3종일주,광주광역시 북구 양산동 611-7
412,2,"6,698㎡",1991년 05월 28일,3종일주,광주광역시 북구 양산동 366-1
413,2,"13,808㎡",1996년 01월 18일,3종일주,광주광역시 북구 양산동 205-1
414,2,"3,259㎡",1997년 10월 25일,3종일주,광주광역시 북구 양산동 288-16
415,3,"4,653㎡",1993년 03월 29일,3종일주,광주광역시 북구 양산동 249-33
416,13,"4,819㎡",1991년 11월 09일,3종일주,광주광역시 북구 양산동 209-17
417,14,"2,160.6㎡",2016년 08월 26일,일반상업,광주광역시 북구 양산동 804
418,9,431.9㎡,2013년 07월 31일,일반상업,광주광역시 북구 양산동 806-1
419,9,436.9㎡,2013년 08월 29일,일반상업,광주광역시 북구 양산동 806
420,9,431.4㎡,2013년 09월 12일,일반상업,광주광역시 북구 양산동 805-1
421,9,436.2㎡,2013년 10월 14일,일반상업,광주광역시 북구 양산동 805
422,20,"7,486㎡",1992년 12월 28일,3종일주,광주광역시 북구 양산동 209-8
423,15,"18,889㎡",2004년 12월 02일,2종일주,광주광역시 북구 양산동 687
424,12,"51,435.3㎡",2011년 11월 14일,2종일주,광주광역시 광산구 선암동 540
425,13,"8,423㎡",2000년 01월 25일,2종일주,광주광역시 광산구 송정동 238
426,13,"14,762㎡",1998년 01월 09일,3종일주,광주광역시 광산구 송정동 918-3
427,3,"10,601㎡",1997년 03월 18일,2종일주,광주광역시 광산구 송정동 593
428,13,"8,002㎡",1995년 07월 22일,2종일주,광주광역시 광산구 송정동 230-8
429,14,"2,524㎡",1999년 10월 28일,2종일주,광주광역시 광산구 송정동 948-4
430,14,"1,177㎡",2017년 01월 05일,일반상업,광주광역시 광산구 송정동 763-12
431,13,"1,105㎡",2016년 06월 14일,일반상업,광주광역시 광산구 송정동 840-33
432,5,"1,043㎡",1983년 06월 21일,2종일주,광주광역시 광산구 송정동 876-1
433,5,572㎡,1983년 06월 21일,2종일주,광주광역시 광산구 송정동 876
434,14,716㎡,2016년 01월 13일,일반상업,광주광역시 광산구 송정동 859-7
435,14,707㎡,2016년 01월 13일,일반상업,광주광역시 광산구 송정동 859-3
436,9,"2,550㎡",1991년 12월 06일,2종일주,광주광역시 광산구 송정동 815-8
437,8,466㎡,2014년 07월 23일,일반상업,광주광역시 광산구 송정동 754-2
438,1,"5,288㎡",1997년 07월 18일,2종일주,광주광역시 광산구 송정동 266
439,1,"3,511㎡",1984년 07월 03일,2종일주,광주광역시 광산구 송정동 880-2
440,13,"10,977㎡",1997년 01월 14일,2종일주,광주광역시 광산구 송정동 425-2
441,9,"6,139㎡",1998년 03월 05일,2종일주,광주광역시 광산구 송정동 202
442,18,"6,891㎡",1993년 01월 27일,3종일주,광주광역시 북구 매곡동 178-7
443,1,"4,517㎡",1991년 03월 13일,3종일주,광주광역시 북구 매곡동 214-12
444,2,"4,194㎡",1991년 03월 23일,3종일주,광주광역시 북구 매곡동 214-16
445,9,"3,656.3㎡",2014년 06월 24일,2종일주,광주광역시 북구 매곡동 493
446,15,"2,712㎡",2003년 08월 12일,2종일주,광주광역시 북구 매곡동 182-3
447,1,"5,081㎡",1997년 05월 30일,3종일주,광주광역시 북구 매곡동 57
448,20,"5,139㎡",1991년 11월 01일,3종일주,광주광역시 북구 매곡동 214-1
449,3,"6,056㎡",1995년 04월 21일,3종일주,광주광역시 북구 매곡동 280-1
450,1,"9,755㎡",2008년 04월 08일,2종일주,광주광역시 광산구 도산동 1081
451,9,"4,902㎡",1993년 11월 30일,2종일주,광주광역시 광산구 도산동 840-1
452,1,"17,738.3㎡",2016년 12월 07일,2종일주,광주광역시 광산구 도산동 1314
453,13,"11,981㎡",1997년 08월 20일,2종일주,광주광역시 광산구 도산동 1077-1
454,12,"3,815.5㎡",1997년 01월 20일,2종일주,광주광역시 광산구 도산동 1304-1
455,13,"2,295.7㎡",1998년 10월 29일,2종일주,광주광역시 광산구 도산동 1298-3
456,10,"4,235㎡",1994년 09월 16일,2종일주,광주광역시 광산구 도산동 1138-1
457,1,"3,091.4㎡",1997년 08월 25일,2종일주,광주광역시 광산구 도산동 1281-5
458,3,"3,943㎡",1990년 07월 31일,2종일주,광주광역시 광산구 도산동 1138-2
459,11,"1,280.5㎡",1995년 11월 08일,2종일주,광주광역시 광산구 도산동 1297-3
460,12,"3,708.4㎡",2016년 06월 24일,2종일주,광주광역시 광산구 도산동 1313
461,15,"5,665㎡",2001년 12월 13일,2종일주,광주광역시 광산구 도산동 849
462,14,"4,456㎡",2002년 02월 07일,2종일주,광주광역시 광산구 도산동 826
463,15,"38,960㎡",1997년 07월 04일,3종일주,광주광역시 북구 삼각동 533
464,2,"4,073㎡",1997년 04월 15일,3종일주,광주광역시 북구 삼각동 171
465,1,"3,218㎡",2001년 03월 26일,3종일주,광주광역시 북구 삼각동 672
466,9,"3,645㎡",1990년 10월 29일,3종일주,광주광역시 북구 삼각동 755-22
467,15,"7,671㎡",1990년 11월 20일,3종일주,광주광역시 북구 삼각동 755-17
468,20,"11,160㎡",1994년 06월 29일,3종일주,광주광역시 북구 삼각동 637
469,2,"9,302㎡",1995년 03월 21일,3종일주,광주광역시 북구 삼각동 755-16
470,15,"30,080.3㎡",2006년 04월 26일,3종일주,광주광역시 북구 연제동 11
471,15,"28,743㎡",2007년 12월 17일,2종일주,광주광역시 북구 용두동 1089
472,5,"4,879㎡",1985년 03월 05일,일반상업,광주광역시 북구 용두동 296-1
473,18,"18,271㎡",1998년 06월 13일,3종일주,광주광역시 북구 용두동 330
474,5,311㎡,1989년 10월 31일,2종일주,광주광역시 북구 용두동 289
475,11,"28,280㎡",2000년 11월 24일,2종일주,광주광역시 광산구 소촌동 286-1
476,14,"1,697㎡",2016년 08월 22일,2종일주,광주광역시 광산구 소촌동 185-7
477,1,"16,354㎡",2004년 03월 29일,3종일주,광주광역시 광산구 신촌동 826-1
478,15,"6,618㎡",2003년 11월 26일,2종일주,광주광역시 광산구 신촌동 844
479,12,"6,413㎡",1997년 10월 08일,2종일주,광주광역시 광산구 운수동 65-50
480,2,"6,888㎡",2002년 02월 01일,2종일주,광주광역시 광산구 신촌동 709-2
481,5,"2,387㎡",1982년 12월 29일,2종일주,광주광역시 광산구 신촌동 1061-3
482,3,"5,028㎡",1982년 12월 31일,2종일주,광주광역시 북구 운암동 1120-2
483,3,"1,332㎡",1982년 11월 22일,1종일주,광주광역시 북구 운암동 154-38
484,5,604㎡,2013년 06월 21일,2종일주,광주광역시 북구 운암동 876-7
485,3,"1,301.2㎡",1984년 11월 28일,2종일주,광주광역시 북구 운암동 483-2
486,2,610.9㎡,1980년 04월 04일,2종일주,광주광역시 북구 운암동 480-7
487,3,411.6㎡,1983년 02월 12일,근린상업,광주광역시 북구 운암동 447-5
488,3,957.1㎡,1983년 02월 08일,2종일주,광주광역시 북구 운암동 491-5
489,2,"1,108.4㎡",1984년 08월 09일,2종일주,광주광역시 북구 운암동 423-7
490,5,925.3㎡,2012년 09월 21일,준주거,광주광역시 북구 중흥동 648-11
491,3,926㎡,1983년 07월 07일,준주거,광주광역시 북구 중흥동 689-1
492,6,397㎡,2013년 10월 08일,일반상업,광주광역시 북구 중흥동 710-25
493,3,916.7㎡,1983년 07월 07일,준주거,광주광역시 북구 중흥동 689-6
494,3,549㎡,1984년 01월 14일,준주거,광주광역시 북구 중흥동 599-118
495,3,674.8㎡,1983년 01월 10일,준주거,광주광역시 북구 중흥동 599-52
496,3,456.3㎡,1982년 12월 21일,준주거,광주광역시 북구 중흥동 599-24
497,4,554.2㎡,1982년 09월 28일,2종일주,광주광역시 북구 중흥동 339-1
498,5,816.5㎡,2012년 09월 24일,1종일주,광주광역시 북구 중흥동 320-13
499,3,798.9㎡,1983년 06월 17일,준주거,광주광역시 북구 중흥동 599-48
500,3,906.3㎡,1981년 10월 27일,준주거,광주광역시 북구 중흥동 599-28
501,3,"3,368㎡",1985년 03월 23일,2종일주,광주광역시 남구 지석동 411-15
502,3,"1,170.9㎡",1983년 12월 14일,준주거,광주광역시 북구 신안동 483-3
503,6,710㎡,2012년 01월 18일,3종일주,광주광역시 북구 신안동 353-16
504,3,859.4㎡,1983년 10월 18일,준주거,광주광역시 북구 신안동 480-8
505,3,"1,032.7㎡",1983년 12월 13일,1종일주,광주광역시 북구 신안동 253-10
506,3,600.7㎡,1985년 09월 16일,준주거,광주광역시 북구 신안동 477-5
507,3,529.5㎡,1983년 12월 09일,1종일주,광주광역시 북구 신안동 260-19
508,3,682.1㎡,1983년 12월 08일,1종일주,광주광역시 북구 신안동 260-7
509,3,521.3㎡,1983년 08월 23일,준주거,광주광역시 북구 신안동 251-4
510,3,464.1㎡,1983년 04월 19일,2종일주,광주광역시 북구 신안동 212-7
511,5,410.3㎡,2012년 11월 07일,일반상업,광주광역시 북구 신안동 145-1
512,3,761.9㎡,1983년 03월 29일,준주거,광주광역시 북구 우산동 518-85
513,3,464.2㎡,1982년 09월 09일,준주거,광주광역시 북구 우산동 518-71
514,3,768.4㎡,1983년 11월 17일,2종일주,광주광역시 북구 우산동 204-2
515,3,314㎡,1983년 10월 27일,2종일주,광주광역시 북구 우산동 27-16
516,3,408.8㎡,1983년 10월 27일,2종일주,광주광역시 북구 우산동 15
517,4,804㎡,1995년 12월 20일,준주거,광주광역시 북구 용봉동 1039-2
518,4,239㎡,1997년 04월 30일,2종일주,광주광역시 북구 용봉동 3-44
519,7,775.7㎡,2014년 10월 31일,2종일주,광주광역시 북구 용봉동 1349-1
520,4,524㎡,1996년 04월 15일,1종일주,광주광역시 북구 용봉동 143-1
521,7,643.7㎡,2014년 10월 31일,2종일주,광주광역시 북구 용봉동 1349-4
522,5,"1,914㎡",2014년 07월 24일,2종일주,광주광역시 남구 지석동 325-18
523,2,"1,166.2㎡",1980년 11월 03일,2종일주,광주광역시 남구 봉선동 936-7
524,3,880㎡,1983년 06월 17일,2종일주,광주광역시 북구 문흥동 745-6
525,3,673.8㎡,1983년 06월 17일,2종일주,광주광역시 북구 문흥동 740-10
526,3,159㎡,1995년 04월 08일,2종일주,광주광역시 북구 문흥동 235
527,4,561㎡,2014년 03월 05일,1종일주,광주광역시 북구 풍향동 752
528,5,248.8㎡,2012년 05월 03일,일반상업,광주광역시 북구 유동 107-2
529,5,202.1㎡,2003년 08월 09일,일반상업,광주광역시 북구 신안동 494-15
530,5,275.4㎡,2012년 11월 23일,준주거,광주광역시 북구 신안동 483-30
531,5,168.6㎡,2012년 02월 28일,준주거,광주광역시 북구 신안동 483-5
532,5,328.4㎡,2013년 08월 07일,준주거,광주광역시 북구 신안동 482-20
533,4,212.9㎡,2000년 08월 25일,준주거,광주광역시 북구 신안동 482-11
534,4,145.7㎡,2001년 05월 22일,준주거,광주광역시 북구 신안동 482-10
535,4,362㎡,2012년 06월 05일,준주거,광주광역시 북구 신안동 482-4
536,5,362.6㎡,2014년 05월 09일,준주거,광주광역시 북구 신안동 482-2
537,5,366.3㎡,2013년 10월 22일,준주거,광주광역시 북구 신안동 481-1
538,4,142.8㎡,2002년 08월 19일,2종일주,광주광역시 북구 신안동 478-31
539,5,296.6㎡,2012년 10월 19일,2종일주,광주광역시 북구 신안동 476-60
540,5,296.6㎡,2012년 10월 19일,2종일주,광주광역시 북구 신안동 476-2
541,4,203.3㎡,2002년 07월 25일,2종일주,광주광역시 북구 신안동 475-34
542,2,166.4㎡,1981년 02월 27일,1종일주,광주광역시 북구 신안동 475-27
543,2,366.9㎡,1980년 11월 03일,1종일주,광주광역시 북구 신안동 475-20
544,2,497.9㎡,1979년 08월 16일,1종일주,광주광역시 북구 신안동 475-15
545,3,217.5㎡,1987년 05월 27일,2종일주,광주광역시 북구 신안동 472-19
546,3,219.5㎡,1987년 05월 27일,2종일주,광주광역시 북구 신안동 472-3
547,2,344.5㎡,1979년 12월 28일,1종일주,광주광역시 북구 신안동 261-6
548,4,613.9㎡,2012년 12월 07일,2종일주,광주광역시 북구 신안동 255-9
549,0,370.4㎡,1979년 06월 26일,일반상업,광주광역시 북구 신안동 252-25
550,2,370.4㎡,1979년 06월 26일,일반상업,광주광역시 북구 신안동 252-4
551,5,349.9㎡,2011년 12월 28일,2종일주,광주광역시 북구 신안동 238-4
552,5,343.1㎡,2011년 11월 23일,2종일주,광주광역시 북구 신안동 211-5
553,2,203.6㎡,1980년 12월 08일,준주거,광주광역시 북구 신안동 210-8
554,4,198.7㎡,2001년 05월 04일,일반상업,광주광역시 북구 신안동 124-14
555,5,277.8㎡,2012년 11월 13일,2종일주,광주광역시 북구 용봉동 1427-6
556,5,340㎡,2013년 12월 23일,2종일주,광주광역시 북구 용봉동 1349-2
557,4,158.5㎡,2003년 03월 28일,2종일주,광주광역시 북구 용봉동 1249-26
558,4,295.8㎡,1991년 05월 07일,2종일주,광주광역시 북구 용봉동 1248-33
559,4,297.4㎡,1991년 05월 08일,2종일주,광주광역시 북구 용봉동 1248-32
560,5,368.2㎡,2012년 12월 28일,2종일주,광주광역시 북구 용봉동 1246-10
561,4,434㎡,2013년 04월 26일,1종일주,광주광역시 북구 용봉동 1233-17
562,4,152.1㎡,2012년 03월 08일,1종일주,광주광역시 북구 용봉동 1211-6
563,4,306.4㎡,2013년 09월 30일,1종일주,광주광역시 북구 용봉동 1210-11
564,4,286.7㎡,2002년 12월 03일,2종일주,광주광역시 북구 용봉동 1204-9
565,4,203㎡,2002년 02월 27일,1종일주,광주광역시 북구 용봉동 1201-21
566,4,562.6㎡,1993년 12월 24일,2종일주,광주광역시 북구 용봉동 1200-1
567,5,440㎡,2014년 02월 21일,3종일주,광주광역시 북구 용봉동 1064
568,5,222㎡,2005년 09월 01일,2종일주,광주광역시 북구 용봉동 907
569,5,235㎡,2008년 03월 12일,2종일주,광주광역시 북구 용봉동 853-7
570,4,220㎡,2001년 08월 20일,2종일주,광주광역시 북구 용봉동 832-8
571,4,409㎡,2005년 12월 29일,2종일주,광주광역시 북구 용봉동 832-3
572,4,186㎡,2001년 08월 20일,2종일주,광주광역시 북구 용봉동 832-1
573,4,380㎡,2005년 10월 12일,준주거,광주광역시 북구 용봉동 751-3
574,4,233.6㎡,2002년 07월 29일,1종일주,광주광역시 북구 용봉동 145-38
575,3,302㎡,1987년 07월 23일,준주거,광주광역시 북구 운암동 1604-1
576,3,223㎡,1987년 07월 23일,준주거,광주광역시 북구 운암동 1604
577,5,281㎡,2012년 02월 29일,2종일주,광주광역시 북구 운암동 918-1
578,5,892㎡,2017년 03월 09일,2종일주,광주광역시 북구 운암동 876-8
579,3,427㎡,1979년 12월 05일,2종일주,광주광역시 북구 운암동 840-3
580,2,371㎡,1991년 05월 17일,2종일주,광주광역시 북구 운암동 836
581,4,180.8㎡,1991년 03월 16일,2종일주,광주광역시 북구 운암동 480-1
582,4,118.2㎡,2003년 12월 23일,2종일주,광주광역시 북구 운암동 444-22
583,2,409.2㎡,1980년 07월 30일,2종일주,광주광역시 북구 운암동 394-4
584,4,337㎡,2007년 05월 09일,1종일주,광주광역시 북구 운암동 150-2
585,3,386㎡,2014년 09월 22일,3종일주,광주광역시 북구 운암동 140-24
586,3,364㎡,2014년 08월 12일,3종일주,광주광역시 북구 운암동 140-22
587,4,"1,233㎡",2006년 02월 24일,2종일주,광주광역시 북구 운암동 123-4
588,4,212㎡,2001년 04월 10일,2종일주,광주광역시 북구 운암동 122-2
589,2,604㎡,1986년 10월 10일,2종일주,광주광역시 북구 운암동 31-13
590,5,241.7㎡,2005년 02월 01일,준주거,광주광역시 북구 중흥동 689-3
591,4,278.3㎡,2002년 12월 24일,준주거,광주광역시 북구 중흥동 679-20
592,4,159.6㎡,2002년 05월 02일,준주거,광주광역시 북구 중흥동 678-34
593,4,444.3㎡,2004년 08월 25일,준주거,광주광역시 북구 중흥동 678-12
594,4,159.7㎡,2002년 04월 26일,준주거,광주광역시 북구 중흥동 678-8
595,4,283.3㎡,2002년 08월 09일,일반상업,광주광역시 북구 중흥동 674-3
596,4,198.3㎡,2001년 10월 30일,준주거,광주광역시 북구 중흥동 649-7
597,3,298.2㎡,1983년 07월 22일,준주거,광주광역시 북구 중흥동 599-4
598,5,281.9㎡,2011년 08월 24일,준주거,광주광역시 북구 중흥동 365-27
599,4,130.9㎡,2005년 04월 12일,준주거,광주광역시 북구 중흥동 348-30
600,4,161.3㎡,2001년 11월 30일,준주거,광주광역시 북구 중흥동 348-2
601,4,166.9㎡,2002년 11월 18일,준주거,광주광역시 북구 중흥동 340-5
602,4,169.3㎡,2001년 10월 09일,2종일주,광주광역시 북구 중흥동 331-60
